"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/26/2013. Terms can be found at http://www.furmancenter.org/data/disclaimer/.","Indicator","Description","SubBorough","1990","2000","2005","2006","2007","2008","2009"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","New York City","19.286508","21.248095","19.0661939","19.1708308840367","18.5014963095694","18.2333455659871","18.725295850266"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Astoria","15.80256","20.3125571","18.3474014","17.1820708825573","16.7169234818532","16.4243288458731","15.913806592061"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Bay Ridge","9.868022","13.9495248","13.8999027","13.6530136530137","14.0913485158243","12.1478495067828","15.556073314694"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Bayside/Little Neck","4.311297","6.5184572","5.9626405","5.7689192760505","5.35773927352412","6.53652028547547","7.55848096310071"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Bedford Stuyvesant","36.765815","35.9182512","26.6695815","37.7124162976356","36.8625949326696","28.203926913412","34.2017060466521"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Bensonhurst","14.176393","19.6500752","20.6239044","17.8825550955451","14.4607018419824","16.9348163334667","14.4091015197867"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Borough Park","21.693301","28.4524789","28.2070212","24.5296666817363","27.1580613749865","28.1791975804546","27.5551730497326"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Brooklyn Heights/Fort Greene","22.795523","24.5056286","18.9589385","20.4050661370705","21.9753504194347","20.5984400095836","17.3636015459072"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Brownsville/Ocean Hill","41.328652","42.5514346","36.8953179","38.6853485556132","35.5068103952536","32.5669951397869","36.0025574784645"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Bushwick","42.128015","38.1607125","34.0250444","32.9259234806721","31.9614213039786","26.9253468260401","33.5297896498148"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Central Harlem","39.768974","36.4278825","35.3219248","28.6748658433255","29.7071908112918","27.8497637543045","27.1416902500804"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Chelsea/Clinton/Midtown","16.040379","14.3574756","11.5825042","13.6072017441724","14.7164761212863","14.2494831738454","12.7056830255865"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Coney Island","27.797804","28.4980251","27.0600696","22.0123814748061","23.8090793698201","19.0244880041227","19.9646722722398"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","East Flatbush","14.52729","19.4405828","12.2039221","19.1320654721866","13.3688179197161","13.9335616438356","11.7248769380169"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","East Harlem","39.737767","37.1074987","29.7510332","36.8927041225719","27.1746375604066","27.1491835705076","29.9885084301438"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","East New York/Starrett City","28.789105","31.2528911","28.7895189","27.777570326114","27.543773025941","27.8475276215764","29.1842781686901"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Elmhurst/Corona","15.270215","19.2407315","18.1300509","18.7944372075422","14.3340143296982","17.874141780043","22.3227226734487"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Flatbush","17.516249","22.7524703","21.126157","18.12107864004","21.0087788301186","21.5521917928078","25.0538184913551"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Flatlands/Canarsie","8.553665","12.212634","9.5318224","10.791025421448","9.11009392462252","12.7509569564878","9.30259847546093"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Flushing/Whitestone","9.245535","13.2446176","9.9707873","10.6137500154852","11.3699208352356","12.6059149178351","11.4253841585063"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Greenwich Village/Financial District","11.225826","9.9462457","9.2026623","11.902615623955","8.61177907553724","8.81787330316742","7.89021263761122"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Highbridge/South Concourse","40.702996","39.9540368","35.667376","39.3309491310879","36.4579562403163","37.5088209350191","31.3969766922332"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Hillcrest/Fresh Meadows","7.203176","10.5629137","8.0438757","8.05564429875127","12.4338341442549","8.03970258737566","12.8877421313248"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Jackson Heights","14.856528","19.3415546","16.1468174","15.6704546102485","15.4617139566306","18.019884009942","16.0373640653126"
,"Poverty Rate","Percentage of households that are below the poverty line. <i>Source: United States Census (2000), American Community Survey</i>","Jamaica","13.784705","16.9593817","10.6787902","10.1243056401225","15.8293304238076","12.5253322089686","12.7063769506706"
